id	label
X51561.1_w0	S. scrofa
X51561.1_w50	S. scrofa
X51561.1_w59	S. scrofa
X51562.1_w0	S. scrofa
X51562.1_w50	S. scrofa
X51562.1_w78	S. scrofa
X51557.1_w0	S. scrofa
X51557.1_w50	S. scrofa
X51557.1_w51	S. scrofa
X53153.1_w0	O.cuniculus VH
X53153.1_w50	O.cuniculus VH
X53153.1_w100	O.cuniculus VH
X53153.1_w150	O.cuniculus VH
X53153.1_w200	O.cuniculus VH
X53153.1_w220	O.cuniculus VH
X03564.1_w0	Aspergillus nidulans
X03564.1_w50	Aspergillus nidulans
X03564.1_w100	Aspergillus nidulans
X03564.1_w150	Aspergillus nidulans
X03564.1_w200	Aspergillus nidulans
X03564.1_w250	Aspergillus nidulans
X03564.1_w300	Aspergillus nidulans
X03564.1_w316	Aspergillus nidulans
X03566.1_w0	Aspergillus nidulans
X03566.1_w50	Aspergillus nidulans
X03566.1_w95	Aspergillus nidulans
X03567.1_w0	Aspergillus nidulans
X03567.1_w50	Aspergillus nidulans
X03567.1_w100	Aspergillus nidulans
X03567.1_w144	Aspergillus nidulans
X03568.1_full	Aspergillus nidulans
X03565.1_w0	Aspergillus nidulans
X03565.1_w50	Aspergillus nidulans
X03565.1_w100	Aspergillus nidulans
X03565.1_w150	Aspergillus nidulans
X03565.1_w200	Aspergillus nidulans
X03565.1_w250	Aspergillus nidulans
X03565.1_w300	Aspergillus nidulans
X03565.1_w350	Aspergillus nidulans
X03565.1_w400	Aspergillus nidulans
X03565.1_w441	Aspergillus nidulans
X03569.1_w0	Aspergillus nidulans
X03569.1_w50	Aspergillus nidulans
X03569.1_w82	Aspergillus nidulans
NC_043491.1_w0	Cladosporium fulvum
NC_043491.1_w50	Cladosporium fulvum
NC_043491.1_w100	Cladosporium fulvum
NC_043491.1_w150	Cladosporium fulvum
NC_043491.1_w200	Cladosporium fulvum
NC_043491.1_w250	Cladosporium fulvum
NC_043491.1_w300	Cladosporium fulvum
NC_043491.1_w350	Cladosporium fulvum
NC_043491.1_w400	Cladosporium fulvum
NC_043491.1_w450	Cladosporium fulvum
NC_043491.1_w500	Cladosporium fulvum
NC_043491.1_w550	Cladosporium fulvum
NC_043491.1_w600	Cladosporium fulvum
NC_043491.1_w650	Cladosporium fulvum
NC_043491.1_w700	Cladosporium fulvum
NC_043491.1_w750	Cladosporium fulvum
NC_043491.1_w800	Cladosporium fulvum
NC_043491.1_w850	Cladosporium fulvum
NC_043491.1_w900	Cladosporium fulvum
NC_043491.1_w950	Cladosporium fulvum
NC_043491.1_w1000	Cladosporium fulvum
NC_043491.1_w1050	Cladosporium fulvum
NC_043491.1_w1100	Cladosporium fulvum
NC_043491.1_w1150	Cladosporium fulvum
NC_043491.1_w1200	Cladosporium fulvum
NC_043491.1_w1250	Cladosporium fulvum
NC_043491.1_w1300	Cladosporium fulvum
NC_043491.1_w1350	Cladosporium fulvum
NC_043491.1_w1400	Cladosporium fulvum
NC_043491.1_w1450	Cladosporium fulvum
NC_043491.1_w1500	Cladosporium fulvum
NC_043491.1_w1550	Cladosporium fulvum
NC_043491.1_w1600	Cladosporium fulvum
NC_043491.1_w1650	Cladosporium fulvum
NC_043491.1_w1700	Cladosporium fulvum
NC_043491.1_w1750	Cladosporium fulvum
NC_043491.1_w1800	Cladosporium fulvum
NC_043491.1_w1850	Cladosporium fulvum
NC_043491.1_w1900	Cladosporium fulvum
NC_043491.1_w1950	Cladosporium fulvum
NC_043491.1_w2000	Cladosporium fulvum
NC_043491.1_w2050	Cladosporium fulvum
NC_043491.1_w2100	Cladosporium fulvum
NC_043491.1_w2150	Cladosporium fulvum
NC_043491.1_w2200	Cladosporium fulvum
NC_043491.1_w2250	Cladosporium fulvum
NC_043491.1_w2300	Cladosporium fulvum
NC_043491.1_w2350	Cladosporium fulvum
NC_043491.1_w2400	Cladosporium fulvum
NC_043491.1_w2450	Cladosporium fulvum
NC_043491.1_w2500	Cladosporium fulvum
NC_043491.1_w2550	Cladosporium fulvum
NC_043491.1_w2600	Cladosporium fulvum
NC_043491.1_w2650	Cladosporium fulvum
NC_043491.1_w2700	Cladosporium fulvum
NC_043491.1_w2750	Cladosporium fulvum
NC_043491.1_w2800	Cladosporium fulvum
NC_043491.1_w2850	Cladosporium fulvum
NC_043491.1_w2900	Cladosporium fulvum
NC_043491.1_w2950	Cladosporium fulvum
NC_043491.1_w3000	Cladosporium fulvum
NC_043491.1_w3050	Cladosporium fulvum
NC_043491.1_w3100	Cladosporium fulvum
NC_043491.1_w3150	Cladosporium fulvum
NC_043491.1_w3200	Cladosporium fulvum
NC_043491.1_w3250	Cladosporium fulvum
NC_043491.1_w3300	Cladosporium fulvum
NC_043491.1_w3350	Cladosporium fulvum
NC_043491.1_w3400	Cladosporium fulvum
NC_043491.1_w3450	Cladosporium fulvum
NC_043491.1_w3500	Cladosporium fulvum
NC_043491.1_w3550	Cladosporium fulvum
NC_043491.1_w3600	Cladosporium fulvum
NC_043491.1_w3650	Cladosporium fulvum
NC_043491.1_w3700	Cladosporium fulvum
NC_043491.1_w3750	Cladosporium fulvum
NC_043491.1_w3800	Cladosporium fulvum
NC_043491.1_w3850	Cladosporium fulvum
NC_043491.1_w3900	Cladosporium fulvum
NC_043491.1_w3950	Cladosporium fulvum
NC_043491.1_w4000	Cladosporium fulvum
NC_043491.1_w4050	Cladosporium fulvum
NC_043491.1_w4100	Cladosporium fulvum
NC_043491.1_w4150	Cladosporium fulvum
NC_043491.1_w4200	Cladosporium fulvum
NC_043491.1_w4250	Cladosporium fulvum
NC_043491.1_w4300	Cladosporium fulvum
NC_043491.1_w4350	Cladosporium fulvum
NC_043491.1_w4400	Cladosporium fulvum
NC_043491.1_w4450	Cladosporium fulvum
NC_043491.1_w4500	Cladosporium fulvum
NC_043491.1_w4550	Cladosporium fulvum
NC_043491.1_w4600	Cladosporium fulvum
NC_043491.1_w4650	Cladosporium fulvum
NC_043491.1_w4700	Cladosporium fulvum
NC_043491.1_w4750	Cladosporium fulvum
NC_043491.1_w4800	Cladosporium fulvum
NC_043491.1_w4850	Cladosporium fulvum
NC_043491.1_w4900	Cladosporium fulvum
NC_043491.1_w4950	Cladosporium fulvum
NC_043491.1_w5000	Cladosporium fulvum
NC_043491.1_w5050	Cladosporium fulvum
NC_043491.1_w5100	Cladosporium fulvum
NC_043491.1_w5150	Cladosporium fulvum
NC_043491.1_w5200	Cladosporium fulvum
NC_043491.1_w5250	Cladosporium fulvum
NC_043491.1_w5300	Cladosporium fulvum
NC_043491.1_w5350	Cladosporium fulvum
NC_043491.1_w5400	Cladosporium fulvum
NC_043491.1_w5450	Cladosporium fulvum
NC_043491.1_w5500	Cladosporium fulvum
NC_043491.1_w5550	Cladosporium fulvum
NC_043491.1_w5600	Cladosporium fulvum
NC_043491.1_w5650	Cladosporium fulvum
NC_043491.1_w5700	Cladosporium fulvum
NC_043491.1_w5750	Cladosporium fulvum
NC_043491.1_w5800	Cladosporium fulvum
NC_043491.1_w5850	Cladosporium fulvum
NC_043491.1_w5900	Cladosporium fulvum
NC_043491.1_w5950	Cladosporium fulvum
NC_043491.1_w6000	Cladosporium fulvum
NC_043491.1_w6050	Cladosporium fulvum
NC_043491.1_w6100	Cladosporium fulvum
NC_043491.1_w6150	Cladosporium fulvum
NC_043491.1_w6200	Cladosporium fulvum
NC_043491.1_w6250	Cladosporium fulvum
NC_043491.1_w6300	Cladosporium fulvum
NC_043491.1_w6350	Cladosporium fulvum
NC_043491.1_w6400	Cladosporium fulvum
NC_043491.1_w6450	Cladosporium fulvum
NC_043491.1_w6500	Cladosporium fulvum
NC_043491.1_w6550	Cladosporium fulvum
NC_043491.1_w6600	Cladosporium fulvum
NC_043491.1_w6650	Cladosporium fulvum
NC_043491.1_w6700	Cladosporium fulvum
NC_043491.1_w6750	Cladosporium fulvum
NC_043491.1_w6800	Cladosporium fulvum
NC_043491.1_w6850	Cladosporium fulvum
NC_043491.1_w6900	Cladosporium fulvum
NC_043491.1_w6950	Cladosporium fulvum
NC_043491.1_w7000	Cladosporium fulvum
NC_043491.1_w7050	Cladosporium fulvum
NC_043491.1_w7100	Cladosporium fulvum
NC_043491.1_w7146	Cladosporium fulvum
X62980.1_w0	Festuca arizonica
X62980.1_w32	Festuca arizonica
X62979.1_w0	Schedonorus pratensis
X62979.1_w31	Schedonorus pratensis
X62986.1_w0	Schedonorus pratensis
X62986.1_w29	Schedonorus pratensis
X62991.1_w0	Schedonorus arundinaceus
X62991.1_w50	Schedonorus arundinaceus
X62991.1_w100	Schedonorus arundinaceus
X62991.1_w150	Schedonorus arundinaceus
X62991.1_w200	Schedonorus arundinaceus
X62991.1_w250	Schedonorus arundinaceus
X62991.1_w300	Schedonorus arundinaceus
X62991.1_w350	Schedonorus arundinaceus
X62991.1_w400	Schedonorus arundinaceus
X62991.1_w416	Schedonorus arundinaceus
NM_001180606.1_w0	Saccharomyces cerevisiae
NM_001180606.1_w50	Saccharomyces cerevisiae
NM_001180606.1_w100	Saccharomyces cerevisiae
NM_001180606.1_w150	Saccharomyces cerevisiae
NM_001180606.1_w200	Saccharomyces cerevisiae
NM_001180606.1_w250	Saccharomyces cerevisiae
NM_001180606.1_w300	Saccharomyces cerevisiae
NM_001180606.1_w350	Saccharomyces cerevisiae
NM_001180606.1_w389	Saccharomyces cerevisiae
NM_001178784.1_w0	Saccharomyces cerevisiae
NM_001178784.1_w50	Saccharomyces cerevisiae
NM_001178784.1_w100	Saccharomyces cerevisiae
NM_001178784.1_w150	Saccharomyces cerevisiae
NM_001178784.1_w200	Saccharomyces cerevisiae
NM_001178784.1_w250	Saccharomyces cerevisiae
NM_001178784.1_w300	Saccharomyces cerevisiae
NM_001178784.1_w350	Saccharomyces cerevisiae
NM_001178784.1_w400	Saccharomyces cerevisiae
NM_001178784.1_w450	Saccharomyces cerevisiae
NM_001178784.1_w500	Saccharomyces cerevisiae
NM_001178784.1_w533	Saccharomyces cerevisiae
X01658.1_full	Yeast transfer
X01657.1_w0	Yeast transfer
X01657.1_w50	Yeast transfer
X01657.1_w100	Yeast transfer
X01657.1_w112	Yeast transfer
X69881.1_w0	S.cerevisiae DNA
X69881.1_w50	S.cerevisiae DNA
X69881.1_w100	S.cerevisiae DNA
X69881.1_w150	S.cerevisiae DNA
X69881.1_w200	S.cerevisiae DNA
X69881.1_w250	S.cerevisiae DNA
X69881.1_w300	S.cerevisiae DNA
X69881.1_w350	S.cerevisiae DNA
X69881.1_w400	S.cerevisiae DNA
X69881.1_w450	S.cerevisiae DNA
X69881.1_w500	S.cerevisiae DNA
X69881.1_w550	S.cerevisiae DNA
X69881.1_w600	S.cerevisiae DNA
X69881.1_w650	S.cerevisiae DNA
X69881.1_w700	S.cerevisiae DNA
X69881.1_w750	S.cerevisiae DNA
X69881.1_w800	S.cerevisiae DNA
X69881.1_w850	S.cerevisiae DNA
X69881.1_w900	S.cerevisiae DNA
X69881.1_w950	S.cerevisiae DNA
X69881.1_w1000	S.cerevisiae DNA
X69881.1_w1050	S.cerevisiae DNA
X69881.1_w1100	S.cerevisiae DNA
X69881.1_w1150	S.cerevisiae DNA
X69881.1_w1200	S.cerevisiae DNA
X69881.1_w1250	S.cerevisiae DNA
X69881.1_w1300	S.cerevisiae DNA
X69881.1_w1350	S.cerevisiae DNA
X69881.1_w1400	S.cerevisiae DNA
X69881.1_w1450	S.cerevisiae DNA
X69881.1_w1500	S.cerevisiae DNA
X69881.1_w1550	S.cerevisiae DNA
X69881.1_w1600	S.cerevisiae DNA
X69881.1_w1650	S.cerevisiae DNA
X69881.1_w1700	S.cerevisiae DNA
X69881.1_w1750	S.cerevisiae DNA
X69881.1_w1800	S.cerevisiae DNA
X69881.1_w1850	S.cerevisiae DNA
X69881.1_w1900	S.cerevisiae DNA
X69881.1_w1950	S.cerevisiae DNA
X69881.1_w2000	S.cerevisiae DNA
X69881.1_w2050	S.cerevisiae DNA
X69881.1_w2100	S.cerevisiae DNA
X69881.1_w2150	S.cerevisiae DNA
X69881.1_w2200	S.cerevisiae DNA
X69881.1_w2250	S.cerevisiae DNA
X69881.1_w2300	S.cerevisiae DNA
X69881.1_w2350	S.cerevisiae DNA
X69881.1_w2400	S.cerevisiae DNA
X69881.1_w2450	S.cerevisiae DNA
X69881.1_w2500	S.cerevisiae DNA
X69881.1_w2550	S.cerevisiae DNA
X69881.1_w2600	S.cerevisiae DNA
X69881.1_w2650	S.cerevisiae DNA
X69881.1_w2700	S.cerevisiae DNA
X69881.1_w2750	S.cerevisiae DNA
X69881.1_w2800	S.cerevisiae DNA
X69881.1_w2850	S.cerevisiae DNA
X69881.1_w2900	S.cerevisiae DNA
X69881.1_w2950	S.cerevisiae DNA
X69881.1_w3000	S.cerevisiae DNA
X69881.1_w3050	S.cerevisiae DNA
X69881.1_w3100	S.cerevisiae DNA
X69881.1_w3150	S.cerevisiae DNA
X69881.1_w3200	S.cerevisiae DNA
X69881.1_w3250	S.cerevisiae DNA
X69881.1_w3300	S.cerevisiae DNA
X69881.1_w3350	S.cerevisiae DNA
X69881.1_w3400	S.cerevisiae DNA
X69881.1_w3450	S.cerevisiae DNA
X69881.1_w3500	S.cerevisiae DNA
X69881.1_w3550	S.cerevisiae DNA
X69881.1_w3561	S.cerevisiae DNA
X01660.1_full	Yeast transfer
X04153.1_full	Yeast transfer
X04154.1_full	Yeast transfer
X04155.1_full	Yeast transfer
V00078.1_w0	Antheraea polyphemus
V00078.1_w50	Antheraea polyphemus
V00078.1_w100	Antheraea polyphemus
V00078.1_w150	Antheraea polyphemus
V00078.1_w159	Antheraea polyphemus
X03542.1_w0	Bombyx mori
X03542.1_w50	Bombyx mori
X03542.1_w100	Bombyx mori
X03542.1_w104	Bombyx mori
X03543.1_full	Bombyx mori
X03544.1_full	Bombyx mori
X03545.1_full	Bombyx mori
X03546.1_w0	Bombyx mori
X03547.1_w0	Bombyx mori
X03547.1_w50	Bombyx mori
X03547.1_w100	Bombyx mori
X03547.1_w150	Bombyx mori
X03547.1_w195	Bombyx mori
X03548.1_w0	Bombyx mori
X03548.1_w16	Bombyx mori
X03549.1_full	Bombyx mori
X03551.1_w0	Bombyx mori
X03551.1_w50	Bombyx mori
X03551.1_w100	Bombyx mori
X03551.1_w147	Bombyx mori
X01826.1_w0	B.mori gene
X01826.1_w50	B.mori gene
X01826.1_w100	B.mori gene
X01826.1_w150	B.mori gene
X01826.1_w200	B.mori gene
X01826.1_w250	B.mori gene
X01826.1_w262	B.mori gene
X12837.1_w0	B.mori mRNA
X12837.1_w50	B.mori mRNA
X12837.1_w82	B.mori mRNA
X12839.1_w0	B.mori mRNA
X12839.1_w50	B.mori mRNA
X12839.1_w100	B.mori mRNA
X12839.1_w150	B.mori mRNA
X12839.1_w199	B.mori mRNA
X12840.1_w0	B.mori mRNA
X12840.1_w50	B.mori mRNA
X12840.1_w93	B.mori mRNA
X51321.1_w0	Caenorhabditis elegans
X51321.1_w50	Caenorhabditis elegans
X51321.1_w100	Caenorhabditis elegans
X51321.1_w150	Caenorhabditis elegans
X51321.1_w200	Caenorhabditis elegans
X51321.1_w250	Caenorhabditis elegans
X51321.1_w300	Caenorhabditis elegans
X51321.1_w350	Caenorhabditis elegans
X51321.1_w400	Caenorhabditis elegans
X51321.1_w450	Caenorhabditis elegans
X51321.1_w500	Caenorhabditis elegans
X51321.1_w550	Caenorhabditis elegans
X51321.1_w600	Caenorhabditis elegans
X51321.1_w650	Caenorhabditis elegans
X51321.1_w700	Caenorhabditis elegans
X51321.1_w750	Caenorhabditis elegans
X51321.1_w800	Caenorhabditis elegans
X51321.1_w850	Caenorhabditis elegans
X51321.1_w900	Caenorhabditis elegans
X51321.1_w950	Caenorhabditis elegans
X51321.1_w1000	Caenorhabditis elegans
X51321.1_w1050	Caenorhabditis elegans
X51321.1_w1100	Caenorhabditis elegans
X51321.1_w1150	Caenorhabditis elegans
X51321.1_w1200	Caenorhabditis elegans
X51321.1_w1250	Caenorhabditis elegans
X51321.1_w1257	Caenorhabditis elegans
X56915.1_full	D. bifasciata
X56916.1_w0	D. bifasciata
X56916.1_w50	D. bifasciata
X56916.1_w100	D. bifasciata
X56916.1_w150	D. bifasciata
X56916.1_w200	D. bifasciata
X56916.1_w250	D. bifasciata
X56916.1_w300	D. bifasciata
X56916.1_w350	D. bifasciata
X56916.1_w400	D. bifasciata
X56916.1_w403	D. bifasciata
X60990.1_w0	D.bifasciata p-transposon
X60990.1_w50	D.bifasciata p-transposon
X60990.1_w100	D.bifasciata p-transposon
X60990.1_w150	D.bifasciata p-transposon
X60990.1_w200	D.bifasciata p-transposon
X60990.1_w250	D.bifasciata p-transposon
X60990.1_w300	D.bifasciata p-transposon
X60990.1_w350	D.bifasciata p-transposon
X60990.1_w400	D.bifasciata p-transposon
X60990.1_w450	D.bifasciata p-transposon
X60990.1_w500	D.bifasciata p-transposon
X60990.1_w550	D.bifasciata p-transposon
X60990.1_w600	D.bifasciata p-transposon
X60990.1_w650	D.bifasciata p-transposon
X60990.1_w700	D.bifasciata p-transposon
X60990.1_w750	D.bifasciata p-transposon
X60990.1_w800	D.bifasciata p-transposon
X60990.1_w850	D.bifasciata p-transposon
X60990.1_w900	D.bifasciata p-transposon
X60990.1_w950	D.bifasciata p-transposon
X60990.1_w1000	D.bifasciata p-transposon
X60990.1_w1050	D.bifasciata p-transposon
X60990.1_w1100	D.bifasciata p-transposon
X60990.1_w1150	D.bifasciata p-transposon
X60990.1_w1200	D.bifasciata p-transposon
X60990.1_w1250	D.bifasciata p-transposon
X60990.1_w1300	D.bifasciata p-transposon
X60990.1_w1350	D.bifasciata p-transposon
X60990.1_w1400	D.bifasciata p-transposon
X60990.1_w1450	D.bifasciata p-transposon
X60990.1_w1500	D.bifasciata p-transposon
X60990.1_w1550	D.bifasciata p-transposon
X60990.1_w1600	D.bifasciata p-transposon
X60990.1_w1650	D.bifasciata p-transposon
X60990.1_w1700	D.bifasciata p-transposon
X60990.1_w1750	D.bifasciata p-transposon
X60990.1_w1800	D.bifasciata p-transposon
X60990.1_w1850	D.bifasciata p-transposon
X60990.1_w1900	D.bifasciata p-transposon
X60990.1_w1950	D.bifasciata p-transposon
X60990.1_w2000	D.bifasciata p-transposon
X60990.1_w2050	D.bifasciata p-transposon
X60990.1_w2100	D.bifasciata p-transposon
X60990.1_w2150	D.bifasciata p-transposon
X60990.1_w2200	D.bifasciata p-transposon
X60990.1_w2250	D.bifasciata p-transposon
X60990.1_w2300	D.bifasciata p-transposon
X60990.1_w2350	D.bifasciata p-transposon
X60990.1_w2400	D.bifasciata p-transposon
X60990.1_w2450	D.bifasciata p-transposon
X60990.1_w2500	D.bifasciata p-transposon
X60990.1_w2550	D.bifasciata p-transposon
X60990.1_w2600	D.bifasciata p-transposon
X60990.1_w2650	D.bifasciata p-transposon
X60990.1_w2685	D.bifasciata p-transposon
X04812.1_w0	Drosophila hydei
X04812.1_w50	Drosophila hydei
X04812.1_w100	Drosophila hydei
X04812.1_w143	Drosophila hydei
X05043.1_w0	Drosophila hydei
X05043.1_w50	Drosophila hydei
X05043.1_w100	Drosophila hydei
X05043.1_w150	Drosophila hydei
X05043.1_w200	Drosophila hydei
X05043.1_w246	Drosophila hydei
X05047.1_w0	Drosophila hydei
X05047.1_w50	Drosophila hydei
X05047.1_w100	Drosophila hydei
X05047.1_w150	Drosophila hydei
X05047.1_w200	Drosophila hydei
X05047.1_w241	Drosophila hydei
X62538.1_w0	D.melanogaster DNA
X62538.1_w50	D.melanogaster DNA
X62538.1_w100	D.melanogaster DNA
X62538.1_w150	D.melanogaster DNA
X62538.1_w200	D.melanogaster DNA
X62538.1_w250	D.melanogaster DNA
X62538.1_w300	D.melanogaster DNA
X62538.1_w350	D.melanogaster DNA
X62538.1_w400	D.melanogaster DNA
X62538.1_w450	D.melanogaster DNA
X62538.1_w500	D.melanogaster DNA
X62538.1_w550	D.melanogaster DNA
X62538.1_w600	D.melanogaster DNA
Z16407.1_w0	D.melanogaster DNA
Z16407.1_w50	D.melanogaster DNA
Z16407.1_w100	D.melanogaster DNA
Z16407.1_w150	D.melanogaster DNA
Z16407.1_w200	D.melanogaster DNA
Z16407.1_w250	D.melanogaster DNA
Z16407.1_w300	D.melanogaster DNA
Z16407.1_w350	D.melanogaster DNA
Z16407.1_w400	D.melanogaster DNA
Z16407.1_w450	D.melanogaster DNA
Z16407.1_w500	D.melanogaster DNA
Z16407.1_w550	D.melanogaster DNA
Z16407.1_w600	D.melanogaster DNA
Z16407.1_w603	D.melanogaster DNA
X63731.1_w0	D.melanogaster regulatory
X63731.1_w50	D.melanogaster regulatory
X63731.1_w100	D.melanogaster regulatory
X63731.1_w150	D.melanogaster regulatory
X63731.1_w200	D.melanogaster regulatory
X63731.1_w250	D.melanogaster regulatory
X63731.1_w300	D.melanogaster regulatory
X63731.1_w350	D.melanogaster regulatory
X63731.1_w400	D.melanogaster regulatory
X63731.1_w450	D.melanogaster regulatory
X63731.1_w500	D.melanogaster regulatory
X63731.1_w550	D.melanogaster regulatory
X63731.1_w600	D.melanogaster regulatory
X63731.1_w650	D.melanogaster regulatory
X63731.1_w700	D.melanogaster regulatory
X63731.1_w750	D.melanogaster regulatory
X63731.1_w800	D.melanogaster regulatory
X63731.1_w850	D.melanogaster regulatory
X63731.1_w900	D.melanogaster regulatory
X63731.1_w950	D.melanogaster regulatory
X63731.1_w1000	D.melanogaster regulatory
X63731.1_w1050	D.melanogaster regulatory
X63731.1_w1100	D.melanogaster regulatory
X63731.1_w1150	D.melanogaster regulatory
X63731.1_w1200	D.melanogaster regulatory
X63731.1_w1250	D.melanogaster regulatory
X63731.1_w1300	D.melanogaster regulatory
X63731.1_w1350	D.melanogaster regulatory
X63731.1_w1400	D.melanogaster regulatory
X63731.1_w1450	D.melanogaster regulatory
X63731.1_w1500	D.melanogaster regulatory
X63731.1_w1548	D.melanogaster regulatory
X63732.1_w0	D.melanogaster regulatory
X63732.1_w50	D.melanogaster regulatory
X63732.1_w100	D.melanogaster regulatory
X63732.1_w150	D.melanogaster regulatory
X63732.1_w200	D.melanogaster regulatory
X63732.1_w250	D.melanogaster regulatory
X63732.1_w300	D.melanogaster regulatory
X63732.1_w350	D.melanogaster regulatory
X63732.1_w400	D.melanogaster regulatory
X63732.1_w450	D.melanogaster regulatory
X63732.1_w500	D.melanogaster regulatory
X63732.1_w550	D.melanogaster regulatory
X63732.1_w600	D.melanogaster regulatory
X63732.1_w650	D.melanogaster regulatory
X63732.1_w700	D.melanogaster regulatory
X63732.1_w750	D.melanogaster regulatory
X63732.1_w800	D.melanogaster regulatory
X63732.1_w850	D.melanogaster regulatory
X63732.1_w872	D.melanogaster regulatory
X04246.1_w0	Drosophila gene
X04246.1_w50	Drosophila gene
X04246.1_w100	Drosophila gene
X04246.1_w150	Drosophila gene
X04246.1_w153	Drosophila gene
X04244.1_w0	Drosophila gene
X04244.1_w50	Drosophila gene
X04244.1_w100	Drosophila gene
X04244.1_w150	Drosophila gene
X04244.1_w193	Drosophila gene
X60174.1_w0	D.silvestris clone
X60174.1_w50	D.silvestris clone
X60174.1_w100	D.silvestris clone
X60174.1_w150	D.silvestris clone
X60174.1_w200	D.silvestris clone
X60174.1_w250	D.silvestris clone
X60174.1_w300	D.silvestris clone
X60174.1_w350	D.silvestris clone
X60174.1_w400	D.silvestris clone
X60174.1_w450	D.silvestris clone
X60174.1_w500	D.silvestris clone
X60174.1_w550	D.silvestris clone
X60174.1_w600	D.silvestris clone
X60174.1_w650	D.silvestris clone
X60174.1_w700	D.silvestris clone
X60174.1_w750	D.silvestris clone
X60174.1_w800	D.silvestris clone
X60174.1_w850	D.silvestris clone
X60174.1_w900	D.silvestris clone
X60174.1_w950	D.silvestris clone
X60174.1_w1000	D.silvestris clone
X60174.1_w1050	D.silvestris clone
X60174.1_w1100	D.silvestris clone
X60174.1_w1150	D.silvestris clone
X60174.1_w1200	D.silvestris clone
X60174.1_w1250	D.silvestris clone
X60174.1_w1300	D.silvestris clone
X60174.1_w1350	D.silvestris clone
X60174.1_w1400	D.silvestris clone
X60174.1_w1450	D.silvestris clone
X60174.1_w1500	D.silvestris clone
X60174.1_w1550	D.silvestris clone
X60174.1_w1600	D.silvestris clone
X60174.1_w1650	D.silvestris clone
X60174.1_w1700	D.silvestris clone
X60174.1_w1750	D.silvestris clone
X60174.1_w1800	D.silvestris clone
X60174.1_w1850	D.silvestris clone
X60174.1_w1900	D.silvestris clone
X60174.1_w1950	D.silvestris clone
X60174.1_w2000	D.silvestris clone
X60174.1_w2050	D.silvestris clone
X60174.1_w2100	D.silvestris clone
X60174.1_w2150	D.silvestris clone
X60174.1_w2200	D.silvestris clone
X60174.1_w2250	D.silvestris clone
X60174.1_w2300	D.silvestris clone
X60174.1_w2350	D.silvestris clone
X60174.1_w2400	D.silvestris clone
X60174.1_w2450	D.silvestris clone
X60174.1_w2500	D.silvestris clone
X60174.1_w2550	D.silvestris clone
X60174.1_w2600	D.silvestris clone
X60174.1_w2650	D.silvestris clone
X60174.1_w2700	D.silvestris clone
X60174.1_w2750	D.silvestris clone
X60174.1_w2800	D.silvestris clone
